"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"ERX3469820","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447821/ERR3447821_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447821/ERR3447821_2.fastq.gz","ERR3447821","ERX3469820","SAMEA5804200","ERS3592812","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:980-51","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:980-51","VEX1 VEX2 RNAi/15","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1719361781","11382280","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi NI (1) L3","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi NI (1) L3","c8a206f5c9c3652112b8ddc2478659ed;7cc04dbdd85c743ad2d659cdb93233c9","339028914;350329372","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447821/ERR3447821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447821/ERR3447821_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447821/ERR3447821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447821/ERR3447821_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/001/ERR3447821/ERR3447821_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/001/ERR3447821/ERR3447821_2.fastq.gz"
"ERX3469821","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447822/ERR3447822_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447822/ERR3447822_2.fastq.gz","ERR3447822","ERX3469821","SAMEA5804201","ERS3592813","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-52","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-52","VEX1 VEX2 RNAi/16","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1716447028","11362952","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi NI (1) L4","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi NI (1) L4","e2403930fe60a434d19cfafe1b4ed786;4bf37d1a2476cbab592fd9eca6170f64","338626365;351051509","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447822/ERR3447822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447822/ERR3447822_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447822/ERR3447822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447822/ERR3447822_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/002/ERR3447822/ERR3447822_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/002/ERR3447822/ERR3447822_2.fastq.gz"
"ERX3469822","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447823/ERR3447823_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447823/ERR3447823_2.fastq.gz","ERR3447823","ERX3469822","SAMEA5804202","ERS3592814","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-53","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-53","VEX1 VEX2 RNAi/17","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1633718171","10816145","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi NI (2) L1","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi NI (2) L1","5addca681f68cac004b8b4f4e4cc5a37;19e949a0d9699be2011837f1bbcc18e2","322742752;326288356","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447823/ERR3447823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447823/ERR3447823_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447823/ERR3447823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447823/ERR3447823_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/003/ERR3447823/ERR3447823_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/003/ERR3447823/ERR3447823_2.fastq.gz"
"ERX3469823","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447824/ERR3447824_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447824/ERR3447824_2.fastq.gz","ERR3447824","ERX3469823","SAMEA5804203","ERS3592815","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-54","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-54","VEX1 VEX2 RNAi/18","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1616933045","10705004","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi NI (2) L2","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi NI (2) L2","92b2a84622dc1bb4e35b7a43ca9405b4;e84c4015144f2964230e0974714e6091","318126505;322452853","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447824/ERR3447824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447824/ERR3447824_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447824/ERR3447824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447824/ERR3447824_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/004/ERR3447824/ERR3447824_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/004/ERR3447824/ERR3447824_2.fastq.gz"
"ERX3469824","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447825/ERR3447825_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447825/ERR3447825_2.fastq.gz","ERR3447825","ERX3469824","SAMEA5804204","ERS3592816","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-55","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-55","VEX1 VEX2 RNAi/19","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1635258230","10826653","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi NI (2) L3","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi NI (2) L3","1479a1600189a45d816e5b3111ef75e5;53ba65c44d335bb596cadaaf555efad1","321576925;325288294","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447825/ERR3447825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447825/ERR3447825_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447825/ERR3447825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447825/ERR3447825_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/005/ERR3447825/ERR3447825_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/005/ERR3447825/ERR3447825_2.fastq.gz"
"ERX3469825","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447826/ERR3447826_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447826/ERR3447826_2.fastq.gz","ERR3447826","ERX3469825","SAMEA5804205","ERS3592817","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-56","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-56","VEX1 VEX2 RNAi/20","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1632383963","10807554","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi NI (2) L4","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi NI (2) L4","2d8f2d8b3ded302b6b20052c7054d58a;92af60f05b0d29d669333fc85dfb058d","321127612;325362269","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447826/ERR3447826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447826/ERR3447826_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447826/ERR3447826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3447826/ERR3447826_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/006/ERR3447826/ERR3447826_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/006/ERR3447826/ERR3447826_2.fastq.gz"
"ERX3469826","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447827/ERR3447827_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447827/ERR3447827_2.fastq.gz","ERR3447827","ERX3469826","SAMEA5804206","ERS3592818","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-57","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-57","VEX1 VEX2 RNAi/21","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1990800720","13180313","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi NI (3) L1","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi NI (3) L1","1632cd39967cd5368deaaec0508e51ae;8374e5fd2ad60c4940fc1f9281dbfe4d","387668336;391449079","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447827/ERR3447827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447827/ERR3447827_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447827/ERR3447827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3447827/ERR3447827_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/007/ERR3447827/ERR3447827_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/007/ERR3447827/ERR3447827_2.fastq.gz"
"ERX3469827","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447828/ERR3447828_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447828/ERR3447828_2.fastq.gz","ERR3447828","ERX3469827","SAMEA5804207","ERS3592819","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-58","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-58","VEX1 VEX2 RNAi/22","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1971778417","13054354","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi NI (3) L2","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi NI (3) L2","7a196e2f9cb5263f4ee411f893f2fb3e;dff84d7a56793eee242d7ef754f90faa","382405654;387058829","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447828/ERR3447828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447828/ERR3447828_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447828/ERR3447828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/008/ERR3447828/ERR3447828_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/008/ERR3447828/ERR3447828_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/008/ERR3447828/ERR3447828_2.fastq.gz"
"ERX3469828","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447829/ERR3447829_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447829/ERR3447829_2.fastq.gz","ERR3447829","ERX3469828","SAMEA5804208","ERS3592820","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-59","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-59","VEX1 VEX2 RNAi/23","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1992758845","13193765","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi NI (3) L3","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi NI (3) L3","8d7bfbe0c1558b227542eb4bbabab2e1;f247aa76eebd38e5543b722aab0ed7b8","386356621;390489555","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447829/ERR3447829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447829/ERR3447829_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447829/ERR3447829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3447829/ERR3447829_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/009/ERR3447829/ERR3447829_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/009/ERR3447829/ERR3447829_2.fastq.gz"
"ERX3469829","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447830/ERR3447830_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447830/ERR3447830_2.fastq.gz","ERR3447830","ERX3469829","SAMEA5804209","ERS3592821","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-60","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-60","VEX1 VEX2 RNAi/24","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1987728445","13160390","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi NI (3) L4","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi NI (3) L4","db98eaefdc9735da24ac230b62c32ce5;9cb076ef37c5e858c7504d95d7718432","385353236;389948953","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447830/ERR3447830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447830/ERR3447830_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447830/ERR3447830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3447830/ERR3447830_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/000/ERR3447830/ERR3447830_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/000/ERR3447830/ERR3447830_2.fastq.gz"
"ERX3469830","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447831/ERR3447831_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447831/ERR3447831_2.fastq.gz","ERR3447831","ERX3469830","SAMEA5804210","ERS3592822","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-61","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-61","VEX1 VEX2 RNAi/25","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1776237663","11762313","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 24h (1) L1","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 24h (1) L1","c9dfeb79ee81290ce6c864739a9ea6b4;1011c7192e69197be60b05cac9abb025","351014055;353993028","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447831/ERR3447831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447831/ERR3447831_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447831/ERR3447831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3447831/ERR3447831_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/001/ERR3447831/ERR3447831_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/001/ERR3447831/ERR3447831_2.fastq.gz"
"ERX3469831","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447832/ERR3447832_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447832/ERR3447832_2.fastq.gz","ERR3447832","ERX3469831","SAMEA5804211","ERS3592823","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-62","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-62","VEX1 VEX2 RNAi/26","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1756633780","11632588","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 24h (1) L2","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 24h (1) L2","b8baab275491a7b74f86821d97039aed;7c7bb91f510078b809d7cf312772ee1c","345776706;349611932","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447832/ERR3447832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447832/ERR3447832_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447832/ERR3447832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3447832/ERR3447832_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/002/ERR3447832/ERR3447832_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/002/ERR3447832/ERR3447832_2.fastq.gz"
"ERX3469832","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447833/ERR3447833_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447833/ERR3447833_2.fastq.gz","ERR3447833","ERX3469832","SAMEA5804212","ERS3592824","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-63","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-63","VEX1 VEX2 RNAi/27","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1776750137","11766146","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 24h (1) L3","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 24h (1) L3","a4c52099b93668631748b6578fa8df05;82905b571df79a63b2552414638632da","349668129;352790645","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447833/ERR3447833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447833/ERR3447833_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447833/ERR3447833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/003/ERR3447833/ERR3447833_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/003/ERR3447833/ERR3447833_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/003/ERR3447833/ERR3447833_2.fastq.gz"
"ERX3469833","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447834/ERR3447834_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447834/ERR3447834_2.fastq.gz","ERR3447834","ERX3469833","SAMEA5804213","ERS3592825","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-64","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-64","VEX1 VEX2 RNAi/28","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1773675557","11745660","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 24h (1) L4","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 24h (1) L4","453b08e2e02d9997835427147a613f93;d0bc0c4406a428c4265544c6748d76f0","349188047;352852688","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447834/ERR3447834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447834/ERR3447834_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447834/ERR3447834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/004/ERR3447834/ERR3447834_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/004/ERR3447834/ERR3447834_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/004/ERR3447834/ERR3447834_2.fastq.gz"
"ERX3469834","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447835/ERR3447835_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447835/ERR3447835_2.fastq.gz","ERR3447835","ERX3469834","SAMEA5804214","ERS3592826","PRJEB21615","ERP023886","ERA2044782","ena-RUN-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-65","ena-EXPERIMENT-School of Life Sciences University of Dundee-23-07-2019-11:15:42:981-65","VEX1 VEX2 RNAi/29","ena-STUDY-School of Life Sciences University of Dundee-02-07-2017-18:29:44:805-871","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","NextSeq 500","ILLUMINA","1901532299","12588496","5702","Trypanosoma brucei brucei","VEX1&VEX2 RNAi Ind 24h (2) L1","NextSeq 500 paired end sequencing","RNA-seq following knockdown of VEX2, VEX1/VEX2 or CAF-1b","VEX1&VEX2 RNAi Ind 24h (2) L1","38824ae7abf9a2282bbfde8355967419;f04ada41f2c28eac89d2c50c9e70f0ff","373666390;378169188","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447835/ERR3447835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447835/ERR3447835_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447835/ERR3447835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3447835/ERR3447835_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/005/ERR3447835/ERR3447835_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR344/005/ERR3447835/ERR3447835_2.fastq.gz"
